intent,text
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from New York to Toronto
ChangeFlight,i need to change my flight from Paris to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does AA1834556 depart?
GetEntities,Paul Coskun
GetEntities,my name is Margret Coskun
GetEntities,i am Theo Kistner
GetEntities,my firstname is Tom
GetEntities,my lastname is Mahoney
GetEntities,It's Coskun
GetEntities,it is Maria
GetEntities,Paul Mahoney.
GetEntities,my name is Margret Ebner.
GetEntities,i am Lisa Coskun.
GetEntities,my firstname is Paul.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Delaunay.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tel Aviv please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Berlin, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Seattle
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to Berlin
CancelFlight,i want to cancel my journey to New York.
CancelFlight,please cancel my flight to New York
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from New York to Berlin
ChangeFlight,i need to change my flight from London to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1834556
DepartureInfo,when does AB1234 depart?
GetEntities,Paul Rasztawicki
GetEntities,my name is Maria Ebner
GetEntities,i am Peter Ebner
GetEntities,my firstname is Lisa
GetEntities,my lastname is Kistner
GetEntities,It's Reichenbach
GetEntities,it is Paul
GetEntities,Mary Reichenbach.
GetEntities,my name is Theo Maier.
GetEntities,i am Theo Coskun.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Maier.
GetEntities,It's Delaunay.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to Toronto, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Tokyo to Toronto
ChangeFlight,i need to change my flight from Tokyo to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does Ab9164 depart?
GetEntities,Lisa Coskun
GetEntities,my name is Paul Ebner
GetEntities,i am Lisa Rasztawicki
GetEntities,my firstname is Margret
GetEntities,my lastname is Coskun
GetEntities,It's Müller
GetEntities,it is Mary
GetEntities,Paul Müller.
GetEntities,my name is Mary Müller.
GetEntities,i am Lisa Rasztawicki.
GetEntities,my firstname is Tom.
GetEntities,my lastname is Coskun.
GetEntities,It's Reichenbach.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tel Aviv please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Los Angeles, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to New York.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Tokyo to Berlin
ChangeFlight,i need to change my flight from Seattle to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does AB1234 depart?
GetEntities,Peter Delaunay
GetEntities,my name is Tom Inhestern
GetEntities,i am Linda Ebner
GetEntities,my firstname is Theo
GetEntities,my lastname is Maier
GetEntities,It's Müller
GetEntities,it is Tom
GetEntities,Mary Delaunay.
GetEntities,my name is Theo Müller.
GetEntities,i am Paul Mahoney.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Kistner.
GetEntities,It's Rasztawicki.
GetEntities,it is Theo.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tel Aviv please
BookFlight,could you book a flight to Tel Aviv on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Berlin, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Tokyo.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Toronto to Berlin
ChangeFlight,i need to change my flight from Toronto to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AB1234
DepartureInfo,when does CP9919223 depart?
GetEntities,Mary Coskun
GetEntities,my name is Margret Kistner
GetEntities,i am Margret Müller
GetEntities,my firstname is Mary
GetEntities,my lastname is Müller
GetEntities,It's Kistner
GetEntities,it is Theo
GetEntities,Maria Delaunay.
GetEntities,my name is Lisa Kistner.
GetEntities,i am Peter Mahoney.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Delaunay.
GetEntities,It's Maier.
GetEntities,it is Theo.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to Tel Aviv on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to London, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to New York.
CancelFlight,please cancel my flight to Tokyo
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Seattle to New York
ChangeFlight,i need to change my flight from Seattle to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Toronto, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH7721
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AB1234
DepartureInfo,when does LH7721 depart?
GetEntities,Theo Reichenbach
GetEntities,my name is Tom Reichenbach
GetEntities,i am Theo Ebner
GetEntities,my firstname is Lisa
GetEntities,my lastname is Inhestern
GetEntities,It's Ebner
GetEntities,it is Peter
GetEntities,Linda Delaunay.
GetEntities,my name is Lisa Coskun.
GetEntities,i am Paul Maier.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Inhestern.
GetEntities,It's Maier.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Berlin, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to Berlin
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Paris.
CancelFlight,i need to cancel my flight to Berlin
CancelFlight,i want to cancel my journey to Tokyo.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to Tel Aviv.
ChangeFlight,change my flight from London to Los Angeles
ChangeFlight,i need to change my flight from London to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1834556
DepartureInfo,when does CP9919223 depart?
GetEntities,Maria Kistner
GetEntities,my name is Peter Kistner
GetEntities,i am Paul Kistner
GetEntities,my firstname is Mary
GetEntities,my lastname is Maier
GetEntities,It's Delaunay
GetEntities,it is Lisa
GetEntities,Linda Maier.
GetEntities,my name is Mary Müller.
GetEntities,i am Linda Rasztawicki.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Coskun.
GetEntities,it is Margret.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Berlin, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Berlin
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from Tel Aviv to London
ChangeFlight,i need to change my flight from Paris to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to New York, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH1346 depart?
GetEntities,Theo Reichenbach
GetEntities,my name is Peter Müller
GetEntities,i am Paul Kistner
GetEntities,my firstname is Tom
GetEntities,my lastname is Mahoney
GetEntities,It's Mahoney
GetEntities,it is Mary
GetEntities,Theo Rasztawicki.
GetEntities,my name is Peter Maier.
GetEntities,i am Theo Mahoney.
GetEntities,my firstname is Margret.
GetEntities,my lastname is Müller.
GetEntities,It's Mahoney.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to Berlin, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Toronto to New York
ChangeFlight,i need to change my flight from Los Angeles to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does Ab9164 depart?
GetEntities,Tom Delaunay
GetEntities,my name is Peter Reichenbach
GetEntities,i am Mary Ebner
GetEntities,my firstname is Linda
GetEntities,my lastname is Mahoney
GetEntities,It's Inhestern
GetEntities,it is Lisa
GetEntities,Margret Inhestern.
GetEntities,my name is Maria Mahoney.
GetEntities,i am Mary Coskun.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Coskun.
GetEntities,It's Rasztawicki.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Berlin on 2nd of april for me?
BookFlight,i want a flight to London
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to Los Angeles, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Tel Aviv.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Tel Aviv.
ChangeFlight,change my flight from Seattle to New York
ChangeFlight,i need to change my flight from Los Angeles to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH7721 depart?
GetEntities,Margret Reichenbach
GetEntities,my name is Margret Ebner
GetEntities,i am Maria Müller
GetEntities,my firstname is Mary
GetEntities,my lastname is Kistner
GetEntities,It's Inhestern
GetEntities,it is Tom
GetEntities,Lisa Coskun.
GetEntities,my name is Maria Rasztawicki.
GetEntities,i am Paul Delaunay.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Müller.
GetEntities,It's Kistner.
GetEntities,it is Margret.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Tokyo on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to Tokyo, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Tel Aviv.
ChangeFlight,change my flight from Berlin to Tel Aviv
ChangeFlight,i need to change my flight from Tel Aviv to Berlin
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to New York, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does AB1234 depart?
GetEntities,Peter Maier
GetEntities,my name is Lisa Mahoney
GetEntities,i am Maria Ebner
GetEntities,my firstname is Tom
GetEntities,my lastname is Maier
GetEntities,It's Kistner
GetEntities,it is Maria
GetEntities,Linda Maier.
GetEntities,my name is Peter Müller.
GetEntities,i am Peter Inhestern.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Delaunay.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to Tel Aviv, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to New York
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to Toronto.
ChangeFlight,change my flight from Paris to Tel Aviv
ChangeFlight,i need to change my flight from New York to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AA1834556 depart?
GetEntities,Theo Maier
GetEntities,my name is Lisa Kistner
GetEntities,i am Mary Delaunay
GetEntities,my firstname is Theo
GetEntities,my lastname is Rasztawicki
GetEntities,It's Ebner
GetEntities,it is Lisa
GetEntities,Theo Delaunay.
GetEntities,my name is Paul Maier.
GetEntities,i am Tom Mahoney.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Delaunay.
GetEntities,It's Mahoney.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tel Aviv please
BookFlight,could you book a flight to Tel Aviv on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Seattle.
BookFlight,"no, i want to fly to Tel Aviv, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Berlin to Seattle
ChangeFlight,i need to change my flight from Paris to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AA1834556 depart?
GetEntities,Maria Müller
GetEntities,my name is Paul Mahoney
GetEntities,i am Maria Ebner
GetEntities,my firstname is Peter
GetEntities,my lastname is Coskun
GetEntities,It's Maier
GetEntities,it is Margret
GetEntities,Linda Kistner.
GetEntities,my name is Lisa Delaunay.
GetEntities,i am Paul Coskun.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Mahoney.
GetEntities,It's Ebner.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Seattle on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Tokyo.
BookFlight,"no, i want to fly to New York, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Seattle
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Berlin.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Toronto to Berlin
ChangeFlight,i need to change my flight from Tel Aviv to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH7721
DepartureInfo,when does LH1346 depart?
GetEntities,Maria Reichenbach
GetEntities,my name is Maria Inhestern
GetEntities,i am Margret Kistner
GetEntities,my firstname is Lisa
GetEntities,my lastname is Ebner
GetEntities,It's Delaunay
GetEntities,it is Paul
GetEntities,Theo Rasztawicki.
GetEntities,my name is Paul Coskun.
GetEntities,i am Tom Kistner.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Inhestern.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Toronto
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Paris, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to London
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Tel Aviv to Paris
ChangeFlight,i need to change my flight from New York to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tel Aviv, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH7721
DepartureInfo,when does AB1234 depart?
GetEntities,Peter Mahoney
GetEntities,my name is Peter Inhestern
GetEntities,i am Peter Coskun
GetEntities,my firstname is Peter
GetEntities,my lastname is Maier
GetEntities,It's Inhestern
GetEntities,it is Peter
GetEntities,Peter Inhestern.
GetEntities,my name is Tom Müller.
GetEntities,i am Linda Kistner.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Müller.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Tel Aviv, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from Los Angeles to Seattle
ChangeFlight,i need to change my flight from London to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1834556
DepartureInfo,when does LH1346 depart?
GetEntities,Mary Maier
GetEntities,my name is Paul Mahoney
GetEntities,i am Peter Coskun
GetEntities,my firstname is Tom
GetEntities,my lastname is Delaunay
GetEntities,It's Maier
GetEntities,it is Theo
GetEntities,Tom Delaunay.
GetEntities,my name is Mary Delaunay.
GetEntities,i am Margret Maier.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Maier.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Seattle please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Berlin.
BookFlight,"no, i want to fly to Paris, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to Berlin.
CancelFlight,please cancel my flight to New York
ChangeFlight,change flight to Berlin.
ChangeFlight,change my flight from London to Toronto
ChangeFlight,i need to change my flight from Toronto to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does Ab9164 depart?
GetEntities,Paul Ebner
GetEntities,my name is Peter Mahoney
GetEntities,i am Lisa Coskun
GetEntities,my firstname is Peter
GetEntities,my lastname is Rasztawicki
GetEntities,It's Maier
GetEntities,it is Linda
GetEntities,Linda Delaunay.
GetEntities,my name is Peter Delaunay.
GetEntities,i am Linda Delaunay.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Müller.
GetEntities,It's Ebner.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Seattle on 2nd of april for me?
BookFlight,i want a flight to Toronto
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Seattle, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Seattle to Tokyo
ChangeFlight,i need to change my flight from Seattle to Tel Aviv
ChangeFlight,i would like to change my flight.
